id,src,tgt
00000419,日前，哈尔滨市道里区孙成斌老人说，她和一些老年人多次发现到小商品零售和批发商场购物时，常遇到所购买的物品会比年轻人卖的东西要贵上几元钱，老人想询问小商品零售和批发商场销售商品是否有标准价格,日前，哈尔滨市道里区孙成斌老人说，她和一些老年人多次发现到小商品零售和批发商场购物时，常遇到所购买的物品会比年轻人买的东西要贵上几元钱，老人想询问小商品零售和批发商场销售商品是否有标准价格
00000420,下半年经济工作，要坚持稳神竞进、逆势而进、实虚并进、扎实推进、激情奋进“五进”方针不动摇,下半年经济工作，要坚持稳神竞进、逆势而进、实虚并进、扎实推进、激情奋进“五进”方针不动摇
00000421,结果，小伙被骗走了1.6万余元,结果，小伙被骗走了1.6万余元
00000422,没关系，还有四哥~12月1日-31日，关注广东移动10086支付宝公众账号并登记手机号码，即可获赠2元话费(限前5万名新用户)，体验“余额查询”or“流量查询”还有机会获得100M流量叠加包,没关系，还有四个~12月1日-31日，关注广东移动10086支付宝公众账号并登记手机号码，即可获赠2元话费(限前5万名新用户)，体验“余额查询”or“流量查询”还有机会获得100M流量叠加包
00000423,一名女子在三亚火车站携带打火机过安检，被安检人员发现后不但不配合，还当场辱骂安检人员和派出所民警，并将自己行李包中的东西全都倒在地上，在安检区抽烟，并将烟头仍在传送带上,一名女子在三亚火车站携带打火机过安检，被安检人员发现后不但不配合，还当场辱骂安检人员和派出所民警，并将自己行李包中的东西全都倒在地上，在安检区抽烟，并将烟头扔在传送带上
00000424,它享受自己有别于华盛顿任何其他机构的延伸特权，可以在无需获得国会许可的情况下提高自己的收入、拟定自己的财政预算；它的最高领导阶层是7位美联储委员，由美国总统任命，由美国参议院认可，任期14年,它享受自己有别于华盛顿任何其他机构的延伸特权，可以在无需获得国会许可的情况下提高自己的收入、拟定自己的财政预算；它的最高领导阶层是7位美联储委员，由美国总统任命，由美国参议院认可，任期14年
00000425,如今到香港开设的容记小菜王则是不择不扣的香港美食名店喔,如今到香港开设的容记小菜王则是不折不扣的香港美食名店喔
00000426,根据此前发布的上市银行一季度报告，16家银行不良贷款新增368.184亿元，不良贷款余额全部保持增长态势,根据此前发布的上市银行一季度报告，16家银行不良贷款新增368.184亿元，不良贷款余额全部保持增长态势
00000427,截至收盘，上证综指报收2191.85点，上涨6.29点，涨幅为0.29%，成交额为1013.33亿元；深圳成指报收8480.74点，下跌13.04点，跌幅为0.15%，成交额为908.08亿元,截至收盘，上证综指报收2191.85点，上涨6.29点，涨幅为0.29%，成交额为1013.33亿元；深圳成指报收8480.74点，下跌13.04点，跌幅为0.15%，成交额为908.08亿元
00000428,当年日本泡沫经济最高峰时，宽松上瘾的央行猛踩油门把房价推向巅峰，没有自律精神的银行发起充满爱国精神的信贷狂欢，最终人人都好象有“强迫症”一样买房,当年日本泡沫经济最高峰时，宽松上瘾的央行猛踩油门把房价推向巅峰，没有自律精神的银行发起充满爱国精神的信贷狂欢，最终人人都好像有“强迫症”一样买房
00000429,随着节日邻近，购物热潮再袭,随着节日临近，购物热潮再袭
00000430,昨天，香港运输及房屋局局长郑汝桦表示，驻港部队必须严格遵守香港法律，包括道路交通条例，而十年来，并无一例以“ZG”为登记号码组合的车辆(即驻港部队军车)因触犯交通条例而被检控的个案,昨天，香港运输及房屋局局长郑汝桦表示，驻港部队必须严格遵守香港法律，包括道路交通条例，而十年来，并无一例以“ZG”为登记号码组合的车辆(即驻港部队军车)因触犯交通条例而被检控的个案
00000431,吴玉环的上述行为已构成严重违纪,吴玉环的上述行为已构成严重违纪
00000432,昆尼别克大学12日公布民调显示，在2016年总统大选两党热门人选中，希拉里仍以46%比40%的优势，领先共和党籍的新泽西州长克利斯蒂(ChrisChristie)，不过两者间的差距正在缩小,昆尼别克大学12日公布民调显示，在2016年总统大选两党热门人选中，希拉里仍以46%比40%的优势，领先共和党籍的新泽西州长克里斯蒂(ChrisChristie)，不过两者间的差距正在缩小
00000433,自从带上了ST的帽子之后，中国远洋就一直在忙于减亏,自从戴上了ST的帽子之后，中国远洋就一直在忙于减亏
00000434,名以食为天，如何在忙碌工作中保持“吃得健康”,民以食为天，如何在忙碌工作中保持“吃得健康”
00000435,中国证监会副主席庄心一，酝酿已久的新股发行体制改革方案的目标是寻求到一个“最优的公约数”，会将各方面的因素都考虑进去,中国证监会副主席庄心一，酝酿已久的新股发行体制改革方案的目标是寻求到一个“最优的公约数”，会将各方面的因素都考虑进去
00000436,不过也有网友质疑，商家作法欠妥，涉嫌炒作,不过也有网友质疑，商家做法欠妥，涉嫌炒作
00000437,在2014年第10届中国（深圳）国际期货大会中国证监会主席肖刚表示：期货和衍生品不能为了创新而创新，期货衍生品是一把双刃剑，期货市场不能自娱自乐，创新的风险管理和步伐相匹配，保护投资者权益，丰富监管手段，增加市场透明度和公...,在2014年第10届中国（深圳）国际期货大会中国证监会主席肖刚表示：期货和衍生品不能为了创新而创新，期货衍生品是一把双刃剑，期货市场不能自娱自乐，创新的风险管理和步伐相匹配，保护投资者权益，丰富监管手段，增加市场透明度和公...
00000438,近日，浙江大学与复旦大学第十四届社团友谊辩论交流赛举行，浙江大学光华法学院挂职团委副书记陈益凤老师带领学生法学研究会辩论队作为反方参加比赛,近日，浙江大学与复旦大学第十四届社团友谊辩论交流赛举行，浙江大学光华法学院挂职团委副书记陈益凤老师带领学生法学研究会辩论队作为反方参加比赛
00000439,有数据统计，今年上半年南京二手房市场议价空间增大，达到一年半以来的最高值,有数据统计，今年上半年南京二手房市场议价空间增大，达到一年半以来的最高值
00000440,类似的危急，国人要么“一窝蜂”逃生，要么干着急围观，其中暴露出的则是对应急逃生的无知和生存教育的缺失,类似的危机，国人要么“一窝蜂”逃生，要么干着急围观，其中暴露出的则是对应急逃生的无知和生存教育的缺失
00000441,国庆长假对他们来说，也仅是3.5次周末的概念，比起外出旅游、宅北京，回老家是他们最后选择，除了车费跟旅途，回家会被家里安排相亲，问到何时在北京买房,国庆长假对他们来说，也仅是3.5次周末的概念，比起外出旅游、宅北京，回老家是他们最后选择，除了车费跟旅途，回家会被家里安排相亲，问到何时在北京买房
00000442,尽管目前统治科技世界的是iPhone和iPad这样的流行产品，但是也有一些小产品小发明，用来满足科技爱好者的小怪僻或是解决一些小问题,尽管目前统治科技世界的是iPhone和iPad这样的流行产品，但是也有一些小产品小发明，用来满足科技爱好者的小怪癖或是解决一些小问题
00000443,龙大肉食（002726.SZ）、飞天诚信（300386.SZ）、雪浪环境（300385.SZ）3只新股6月26日登录深交所挂牌交易,龙大肉食（002726.SZ）、飞天诚信（300386.SZ）、雪浪环境（300385.SZ）3只新股6月26日登陆深交所挂牌交易
00000444,根据期货资管网的数据，2013年的冠军是银闰投资董事长刘增铖管理的“铖功程序化”，全年收益率高达627.38%,根据期货资管网的数据，2013年的冠军是银闰投资董事长刘增铖管理的“铖功程序化”，全年收益率高达627.38%
00000445,当时王某某准备脱鞋渡过，他说：“小哥，你别脱了，我背你过去,当时王某某准备脱鞋渡过，他说：“小哥，你别脱了，我背你过去
00000446,这些海报虽然看起来有点老旧，但也是那时候非常优秀的广告，是不是和现在的广告又很不一样的感觉呢,这些海报虽然看起来有点老旧，但也是那时候非常优秀的广告，是不是和现在的广告有很不一样的感觉呢
00000447,根据国家检验检疫总局预警公布涉使用地沟油产品名称及其生产企业名单，经排查发现，厦门口岸进口涉使用地沟油产品共4.9吨，分别是味全食品和盛香珍食品,根据国家检验检疫总局预警公布涉使用地沟油产品名称及其生产企业名单，经排查发现，厦门口岸进口涉使用地沟油产品共4.9吨，分别是味全食品和盛香珍食品
00000448,这37分保险里，有30份都来自中国人寿保险南京分公司,这37份保险里，有30份都来自中国人寿保险南京分公司
00000449,只有励行法治，切实确立宪法政治，才有可能真正跳出历史周期率的支配，彻底解决党长期执政和国家长治久安的制度和体制问题,只有厉行法治，切实确立宪法政治，才有可能真正跳出历史周期率的支配，彻底解决党长期执政和国家长治久安的制度和体制问题
00000450,动力方面是奥迪Q5Hybrid混合动力版的重点，其动力系统有最大功率211马力的2.0TFSI发动机和电动机组成，整套系统的总功率达到了245马力，总最大扭矩为480N·m，百公里加速仅需7.1秒,动力方面是奥迪Q5Hybrid混合动力版的重点，其动力系统由最大功率211马力的2.0TFSI发动机和电动机组成，整套系统的总功率达到了245马力，总最大扭矩为480N·m，百公里加速仅需7.1秒
00000451,有香港舆论质，郑宇硕以一个不折不扣的外国人身份，竟然要带领香港推动符合所谓“国际标准”的“真普选”,有香港舆论指，郑宇硕以一个不折不扣的外国人身份，竟然要带领香港推动符合所谓“国际标准”的“真普选”
00000452,微软收购诺基亚设备和服务部门的消息证实公布之后，对于此次整合微软表现出十足的信心：微软试图通过此次收购快速推进WP市场份额的长足进步，5年内实现WP市场份额在现有基础上翻三番，占据智能手机市场份额的15%,微软收购诺基亚设备和服务部门的消息正式公布之后，对于此次整合微软表现出十足的信心：微软试图通过此次收购快速推进WP市场份额的长足进步，5年内实现WP市场份额在现有基础上翻三番，占据智能手机市场份额的15%
00000453,华为今晚发布年度新品旗舰P8，采用一块屏占比高达78.3%的5.2吋1080P屏幕，麒麟930/935处理器，3GB内存，地球最好的1300万像素光学防抖摄像头，2600mAh电池,华为今晚发布年度新品旗舰P8，采用一块屏占比高达78.3%的5.2吋1080P屏幕，麒麟930/935处理器，3GB内存，地球最好的1300万像素光学防抖摄像头，2600mAh电池
00000454,近日，美国移民律师协会投资移民委员会前主席罗奈德-克拉寇斯出席在上海举办的“2014年第四届投资美国高峰论坛”时透露：2013年，全球共通过EB-5签证8500多张，其中81%来自中国,近日，美国移民律师协会投资移民委员会前主席罗奈德-克拉寇斯出席在上海举办的“2014年第四届投资美国高峰论坛”时透露：2013年，全球共通过EB-5签证8500多张，其中81%来自中国
00000455,在20多块形态各异的“肉石”中，有的似猪酮体的五花肉，有的像红烧肉，一块块精美、逼真，有些“肉石”还可以明显看出肉皮、肥肉、瘦肉、软骨相间等部分，简直能够以假乱真，如果你不用手摸一摸，很难分辨出它竟是大自然形成的石头,在20多块形态各异的“肉石”中，有的似猪胴体的五花肉，有的像红烧肉，一块块精美、逼真，有些“肉石”还可以明显看出肉皮、肥肉、瘦肉、软骨相间等部分，简直能够以假乱真，如果你不用手摸一摸，很难分辨出它竟是大自然形成的石头
00000456,由于中国政府在最近数月忙于相关的计划和筹备工作，导致政策出现真空，预计十八大之后，政策安排将回复正常,由于中国政府在最近数月忙于相关的计划和筹备工作，导致政策出现真空，预计十八大之后，政策安排将恢复正常
00000457,今年9月，福建5岁女孩毛毛被查出感染了艾滋病，疑因四年前手术输血所致，医院称手术前家属签了风险告知书，院方无法律责任，省卫计委已介入调查，今年年底前回复,今年9月，福建5岁女孩毛毛被查出感染了艾滋病，疑因四年前手术输血所致，医院称手术前家属签了风险告知书，院方无法律责任，省卫计委已介入调查，今年年底前回复
00000458,在广东省惠州市惠城区三栋镇征地拆迁中，镇党委原副书记翟武良、原副镇长黄文胜，以及竹仔园村原党支部书记兼村主任钟国良等，骗取国家征地补偿款，中饱私囊,在广东省惠州市惠城区三栋镇征地拆迁中，镇党委原副书记翟武良、原副镇长黄文胜，以及竹仔园村原党支部书记兼村主任钟国良等，骗取国家征地补偿款，中饱私囊
00000459,被告：佩佩，皇马队员编号3号，葡萄牙籍，现流蹿至圣地亚哥•伯纳乌体育场起诉依据：刑法第147条,被告：佩佩，皇马队员编号3号，葡萄牙籍，现流窜至圣地亚哥•伯纳乌体育场起诉依据：刑法第147条
00000460,最新gamelook接触到了几个新段子，值得大家去反思积分墙的作用，同时更加提醒手游发行需要重视营销、预热工作,最新gamelook接触到了几个新段子，值得大家去反思积分墙的作用，同时更加提醒手游发行需要重视营销、预热工作
00000461,一位曾担任过青瓦台发言人的人士表示“李总统的统治哲学是，朝韩关系和国防领域都是可以自然而然运行的领域，而4大江、核反应堆出口等有利于国富创收的领域才是应该大力发展的领域”,一位曾担任过青瓦台发言人的人士表示“李总统的统治哲学是，朝韩关系和国防领域都是可以自然而然运行的领域，而4大江、核反应堆出口等有利于国富创收的领域才是应该大力发展的领域”
00000462,昨日上午，自治区民政厅党组书记、自治区双拥办主任莫涓一行代表自治区党委、人民政府来到乌鲁木齐市公安局，看望慰问公安民警，给大家提前送上八一建军节的祝福，并送上40万元慰问金,昨日上午，自治区民政厅党组书记、自治区双拥办主任莫涓一行代表自治区党委、人民政府来到乌鲁木齐市公安局，看望慰问公安民警，给大家提前送上八一建军节的祝福，并送上40万元慰问金
00000463,由于今年气温较低，5月份成了心梗高发季，各大医院心梗患者比去年同期增多了两三成,由于今年气温较低，5月份成了心梗高发季，各大医院心梗患者比去年同期增多了两三成
00000464,据俄新网24日报道，乌克兰总统新闻局表示，乌克兰总统波罗申科正式向俄罗斯方面建议派遣俄检查员作为欧安组织观察团成员前往乌克兰东部，以便见证乌克兰方面彻底履行停火制度的情况,据俄新网24日报道，乌克兰总统新闻局表示，乌克兰总统波罗申科正式向俄罗斯方面建议派遣俄检察员作为欧安组织观察团成员前往乌克兰东部，以便见证乌克兰方面彻底履行停火制度的情况
00000465,没到冬天，很多朋友都会出现手脚冰凉的症状,每到冬天，很多朋友都会出现手脚冰凉的症状
00000466,人民网记者赵松东京报道：日本首相官邸发布消息称，日本气象厅12日上午11时59分观测到震源位于朝鲜的地震波,人民网记者赵松东京报道：日本首相官邸发布消息称，日本气象厅12日上午11时59分观测到震源位于朝鲜的地震波
00000467,淡到支持小微企业方案时李若谷说，华为过去是个很小的企业，在我们的支持它变得越来越强，现在已经世界第一了,谈到支持小微企业方案时李若谷说，华为过去是个很小的企业，在我们的支持它变得越来越强，现在已经世界第一了
00000468,在2014全球未来广播电视高峰论坛生，北京北广科技股份有限公司执行总裁叶进介绍了北广研制的多频道宽频带电视广播发射系统及其优势，数字电视宽频带发射机在单频网SFN中的实现，认为全球的地面数字电视发展情况面临较大的差异,在2014全球未来广播电视高峰论坛称，北京北广科技股份有限公司执行总裁叶进介绍了北广研制的多频道宽频带电视广播发射系统及其优势，数字电视宽频带发射机在单频网SFN中的实现，认为全球的地面数字电视发展情况面临较大的差异
00000469,希腊财政部长YanisVaroufakis在与欧元区其他国家财长举行的谈判结束后称，希腊决不会同意保留当前这个堪称灾难性的救助计划,希腊财政部长YanisVaroufakis在与欧元区其他国家财长举行的谈判结束后称，希腊决不会同意保留当前这个堪称灾难性的救助计划
00000470,该漏洞已覆盖IE6至IE11浏览器所有版本,该漏洞已覆盖IE6至IE11浏览器所有版本
00000471,让人浮想联翩；阳光穿透大片白桦林的身影，层层叠叠的枝叶间，有仿佛来到了童话世界,让人浮想联翩；阳光穿透大片白桦林的身影，层层叠叠的枝叶间，又仿佛来到了童话世界
00000472,它行使的审判权与一般法院并无区别，但也有“变通”之处：比如，依据被告人的职务等级确定管辖级别；刑案庭审一般只对军内有限开放旁听；一般不能取保候审等等,它行使的审判权与一般法院并无区别，但也有“变通”之处：比如，依据被告人的职务等级确定管辖级别；刑案庭审一般只对军内有限开放旁听；一般不能取保候审等等
00000473,很多改善型置业客户纷纷选择“一步到位”进行置业，而具有空间舒适度、能满足几代同堂居住需求的大平层产品成为越来越多终极置业者的首选,很多改善型置业客户纷纷选择“一步到位”进行置业，而具有空间舒适度、能满足几代同堂居住需求的大平层产品成为越来越多终极置业者的首选
00000474,早在今年六月份，中兴通讯执行副总裁曾学忠曾在微博上自曝NBA手机，而日前，火箭队又造访中兴，喻示中兴NBA手机真的近了,早在今年六月份，中兴通讯执行副总裁曾学忠曾在微博上自曝NBA手机，而日前，火箭队又造访中兴，喻示中兴NBA手机真的近了
00000475,是惟一的可以把头部直立于水面之上的鲨鱼,是唯一的可以把头部直立于水面之上的鲨鱼
00000476,而这一言论所折射出的问题，却没有我们想想中的那么简单，归真堂能否顺利上市，我们拭目以待,而这一言论所折射出的问题，却没有我们想象中的那么简单，归真堂能否顺利上市，我们拭目以待
00000477,来西藏一定要去这些地方：在大昭寺广场上赛太阳，感受藏民的虔诚与信仰；在纳木错湖边聆听涛声，晚上数哪些近的不能再近的星星；在林芝惊讶于绽放的桃花和茫茫的鲁朗林海；在山南的拉姆拉错的湖中倒影出自己的前世今生……,来西藏一定要去这些地方：在大昭寺广场上晒太阳，感受藏民的虔诚与信仰；在纳木错湖边聆听涛声，晚上数那些近的不能再近的星星；在林芝惊讶于绽放的桃花和茫茫的鲁朗林海；在山南的拉姆拉错的湖中倒影出自己的前世今生……
00000478,业主祝先生购买了“西溪天堂悦据”两套房子，从2011年房子交付以来，问题不断，精装修的房子看起来像工地，开发商提供的空调漏水，家里进了水，热水管爆裂，阳台的大玻璃又爆裂了……业主挂了横幅抗议，开发商反倒告业主侵害名誉,业主祝先生购买了“西溪天堂悦居”两套房子，从2011年房子交付以来，问题不断，精装修的房子看起来像工地，开发商提供的空调漏水，家里进了水，热水管爆裂，阳台的大玻璃又爆裂了……业主挂了横幅抗议，开发商反倒告业主侵害名誉
00000479,山东曲阜师范大学杏坛学院多名学生反应，春季高考结束后，辅导员发小纸条，要求他们“委托填报齐鲁理工学院志愿”，并称“不填不能上本科”，可能涉及几千名学生,山东曲阜师范大学杏坛学院多名学生反映，春季高考结束后，辅导员发小纸条，要求他们“委托填报齐鲁理工学院志愿”，并称“不填不能上本科”，可能涉及几千名学生
00000480,接受该报采访的患者家属与劳工组织认为，这与员工上班时接触某些含笨的清洁剂有关,接受该报采访的患者家属与劳工组织认为，这与员工上班时接触某些含苯的清洁剂有关
00000481,法院认定杨剑波的相关诉讼理由均不能成立，故对其要求撤消被处罚决定及禁入决定中针对自己部分的诉讼请求，法院不予支持，驳回其诉讼要求,法院认定杨剑波的相关诉讼理由均不能成立，故对其要求撤销被处罚决定及禁入决定中针对自己部分的诉讼请求，法院不予支持，驳回其诉讼要求
00000482,公司拟定向增发募集约40亿元资金，用于整合长虹集团旗下军工资产，并巨资投建智能交易和智能研发平台，以求推动家电业务转型升级,公司拟定向增发募集约40亿元资金，用于整合长虹集团旗下军工资产，并巨资投建智能交易和智能研发平台，以求推动家电业务转型升级
00000483,俄航因此决定不向此类仅持保函的“免签”自游行旅客出售赴华机票,俄航因此决定不向此类仅持保函的“免签”自由行旅客出售赴华机票
00000484,河北辛集市一对农民夫妇20年前拣到一名患重度脑瘫的弃婴，夫妇俩已有两个儿子，男孩成了家里的“老三”,河北辛集市一对农民夫妇20年前捡到一名患重度脑瘫的弃婴，夫妇俩已有两个儿子，男孩成了家里的“老三”
00000485,内乡县湍东镇的河南晋成陶瓷有限公司被罚款20万元；南阳热电有限责任公司被罚3万元；开封空分集团有限公司被罚10万元；嵩县庙岭金矿有限公司被罚款18万元；林州市新达焦化有限公司被罚16万元；三门峡缘分果业有限公司陕县分公司被罚8万元,内乡县湍东镇的河南晋成陶瓷有限公司被罚款20万元；南阳热电有限责任公司被罚3万元；开封空分集团有限公司被罚10万元；嵩县庙岭金矿有限公司被罚款18万元；林州市新达焦化有限公司被罚16万元；三门峡缘份果业有限公司陕县分公司被罚8万元
00000486,根据环评文件，该线路需穿越四川八月林县级自然保护区等，环保部在批复中要求，峨眉至越西段经过大熊猫栖息地设9座车站，不得设置向天空照射的探灯，不得安装大型玻璃幕墙,根据环评文件，该线路需穿越四川八月林县级自然保护区等，环保部在批复中要求，峨眉至越西段经过大熊猫栖息地设9座车站，不得设置向天空照射的探灯，不得安装大型玻璃幕墙
00000487,民政部、解放军总政治部近日下发《关于做好新年春节期间拥军优属拥政爱民工作的通知》，提出各地各部队各部门要扎实做好节日期间拥军优属、拥政爱民工作，营造军民同心同德推动实现中国梦强军梦的浓厚氛围,民政部、解放军总政治部近日下发《关于做好新年春节期间拥军优属拥政爱民工作的通知》，提出各地各部队各部门要扎实做好节日期间拥军优属、拥政爱民工作，营造军民同心同德推动实现中国梦强军梦的浓厚氛围
00000488,惹恼了王母娘年和玉皇大帝,惹恼了王母娘娘和玉皇大帝
00000489,新华网北京3月2日电一场持续一周、波及百余万平方公里的大雾霾刚被风吹散了一天，北京又现灰色,新华网北京3月2日电一场持续一周、波及百余万平方公里的大雾霾刚被风吹散了一天，北京又现灰色
00000490,不过，这场进军手游的大动作却被行业分析师指为操作，认为阿里如此公关秀，还源于其在电商领域面临的压力,不过，这场进军手游的大动作却被行业分析师指为炒作，认为阿里如此公关秀，还源于其在电商领域面临的压力
00000491,刘喜奎出道后被成为“梨园第一红”，连伶界大王谭鑫培都说：“男有梅兰芳，女有刘喜奎，吾其休矣,刘喜奎出道后被称为“梨园第一红”，连伶界大王谭鑫培都说：“男有梅兰芳，女有刘喜奎，吾其休矣
00000492,而职员推荐4G电话无线上网，惟月费239元，即贵约6成,而职员推荐4G电话无线上网，为月费239元，即贵约6成
00000493,陕西省体育局表示，田亮不再任游泳运动管理中心副主任，但公职编制保留，也未受处分，田亮第二个孩子在香港出生，获香港籍，不属于“超生”,陕西省体育局表示，田亮不再任游泳运动管理中心副主任，但公职编制保留，也未受处分，田亮第二个孩子在香港出生，获香港籍，不属于“超生”
00000494,泰勒·斯威芙特不但专辑持续热卖，还登上了《TIME》杂志单人封面，而现在“霉霉”的众多荣誉中又增加了一项：2000年以后出道歌手全美专辑总销量冠军,泰勒·斯威夫特不但专辑持续热卖，还登上了《TIME》杂志单人封面，而现在“霉霉”的众多荣誉中又增加了一项：2000年以后出道歌手全美专辑总销量冠军
00000495,据统计，在己经发布年报的股票中，逾六成个股筹码趋向集中,据统计，在已经发布年报的股票中，逾六成个股筹码趋向集中
00000496,有家长反映：“昨天竟然会停课，真有你门的，昨天天气根本没有之前菲特那么严重，怎么就停课了呢,有家长反映：“昨天竟然会停课，真有你们的，昨天天气根本没有之前菲特那么严重，怎么就停课了呢
00000497,这些黄金是怎样炼成的，带你作一次真正的黄金之旅,这些黄金是怎样炼成的，带你做一次真正的黄金之旅
00000498,今年来，中信信托、上海信托等纷纷成立家族信托管理办公室，寻求为家族企业寻找适合的传承模式和财富管理平台,近年来，中信信托、上海信托等纷纷成立家族信托管理办公室，寻求为家族企业寻找适合的传承模式和财富管理平台
00000499,无论是寿险的市场化改革还是财险的非车险突破，都是一种对固有模式的颠覆，对创新的尊重，相信保险业2014年春光明媚,无论是寿险的市场化改革还是财险的非车险突破，都是一种对固有模式的颠覆，对创新的尊重，相信保险业2014年春光明媚
